area_type,availability,location,size,society,total_sqft,bath,balcony,price,imagePath,email,address,contact_number
Super built-up  Area,18-May,Bommasandra Industrial Area,3 BHK,No Society,1280,3,1,50.4,/House_Pics/57.jpg,ycyndvcb@wwyyz.com,72  Main Street  whitefield  Bangalore - 560066,9224282509
Super built-up  Area,19-Jan,Chandra Layout,3 BHK,TiaksAa,1260,2,2,85.05,/House_Pics/58.jpg,ryzefhpf@zywlg.com,16  First Avenue  btm  Bangalore - 560076,8613958221
Built-up  Area,Ready To Move,Hennur Road,8 Bedroom,No Society,5000,8,0,250,/House_Pics/59.jpg,ntkrdwyb@jwitk.com,69  Second Road  hebbal  Bangalore - 560024,9330773769
Super built-up  Area,19-Dec,Yelahanka,5 BHK,LedorSa,3050,5,1,213,/House_Pics/60.jpg,ryjcvtpk@lnlqn.com,56  Park Avenue  yelahanka  Bangalore - 560064,8703390607
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMwerCo,1563,3,1,105,/House_Pics/61.jpg,jamvtybz@xahaf.com,62  Elm Street  hebbal  Bangalore - 560024,8488820500
Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,No Society,1000,2,1,60,/House_Pics/62.jpg,kmxdrzxs@qgtdv.com,82  Main Street  btm  Bangalore - 560076,9284674365
Super built-up  Area,17-Jul,Anandapura,2 BHK,ViensRK,1167,2,1,43.76,/House_Pics/63.jpg,csfbcudx@zdkpf.com,36  Elm Street  mekhricircle  Bangalore - 560006,9181781320
Super built-up  Area,Ready To Move,Vishveshwarya Layout,7 BHK,No Society,4000,7,2,225,/House_Pics/64.jpg,mpjivzta@xbqrz.com,18  First Avenue  electroniccity  Bangalore - 560100,8044890416
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1828,3,0,110,/House_Pics/65.jpg,pncprxaz@ktmfq.com,15  Park Avenue  yelahanka  Bangalore - 560064,9457148951
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,HoiewLa,890,2,1,35,/House_Pics/66.jpg,hcxphtkl@jovuo.com,24  Second Road  hebbal  Bangalore - 560024,9281358234
Super built-up  Area,Ready To Move,Basavanapura,3 BHK,Dwity T,1612,3,3,46.74,/House_Pics/67.jpg,mdcguzos@exdeq.com,5  Second Road  btm  Bangalore - 560076,8184049057
Plot  Area,Ready To Move,Dinnur,6 Bedroom,No Society,1034,5,0,185,/House_Pics/68.jpg,maybzyim@xavgm.com,45  First Avenue  mekhricircle  Bangalore - 560006,9420091860
Super built-up  Area,19-Apr,Mysore Road,3 BHK,Brama P,1710,4,2,91.31,/House_Pics/69.jpg,fbbgomjp@ffxmd.com,47  First Avenue  electroniccity  Bangalore - 560100,9979204209
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,VBownre,957,2,1,58,/House_Pics/70.jpg,jlocwjdg@yyozu.com,72  First Avenue  yelahanka  Bangalore - 560064,8842885737
Super built-up  Area,18-May, Devarachikkanahalli,3 BHK,No Society,1250,2,3,44,/House_Pics/71.jpg,kugmtckd@optvk.com,42  Main Street  electroniccity  Bangalore - 560100,8246413009
Super built-up  Area,Ready To Move,Sanjeevini Nagar,3 BHK,Betatsi,2795,4,0,235,/House_Pics/72.jpg,qdkoqnql@ysiqd.com,89  Park Avenue  hebbal  Bangalore - 560024,8657195826
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Prcan P,1125,2,2,50,/House_Pics/73.jpg,iuhlkoxx@tupzg.com,1  Second Road  whitefield  Bangalore - 560066,8630014598
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1020,2,1,30.6,/House_Pics/74.jpg,mcvanyrx@njsld.com,25  Main Street  electroniccity  Bangalore - 560100,8808427719
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,No Society,1200,2,2,50,/House_Pics/75.jpg,kofmcply@erfen.com,37  Elm Street  hebbal  Bangalore - 560024,9921553628
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1735,3,3,135,/House_Pics/76.jpg,ctfgqsrw@vuczv.com,12  Elm Street  electroniccity  Bangalore - 560100,9151700609
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,G conTh,2050,3,1,145,/House_Pics/77.jpg,codgmhrl@snxhi.com,71  Elm Street  mekhricircle  Bangalore - 560006,9990558853
Plot  Area,Ready To Move,Mahalakshmi Layout,4 Bedroom,No Society,3750,4,0,760,/House_Pics/78.jpg,ntxifjoq@fxlzk.com,79  Main Street  whitefield  Bangalore - 560066,9286368100
Built-up  Area,Ready To Move,Yarandahalli,3 BHK,No Society,1350,2,3,48,/House_Pics/79.jpg,fvhrlgno@fgcdx.com,93  Elm Street  whitefield  Bangalore - 560066,8295016304
Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1063,2,1,32,/House_Pics/80.jpg,ysbdjlqh@tobkj.com,37  Second Road  hebbal  Bangalore - 560024,8512095489
Super built-up  Area,Ready To Move,Keshava Nagar,3 BHK,ETens G,1904,3,1,150,/House_Pics/81.jpg,ypkzcgfp@rylsw.com,79  Elm Street  yelahanka  Bangalore - 560064,8211195211
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,No Society,4200,4,2,420,/House_Pics/0.jpg,qgmuovpg@ocxve.com,66  Elm Street  whitefield  Bangalore - 560066,9704635507
Super built-up  Area,Ready To Move,RMV Extension,3 BHK,Hohnari,2000,3,1,175,/House_Pics/1.jpg,prbfavmt@fziok.com,45  First Avenue  mekhricircle  Bangalore - 560006,8944577535
Super built-up  Area,18-Dec,Sarjapur,2 BHK,Kinuerg,1145,2,0,43.49,/House_Pics/2.jpg,hyliozqe@dyevu.com,73  Elm Street  whitefield  Bangalore - 560066,8911634480
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,Naods W,1425,2,2,75,/House_Pics/3.jpg,vodsseoc@xhrsj.com,90  First Avenue  yelahanka  Bangalore - 560064,8849953414
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,2,1,64.5,/House_Pics/4.jpg,naftfceh@jliag.com,39  Main Street  electroniccity  Bangalore - 560100,8397449778
Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1060,2,1,60,/House_Pics/5.jpg,vfnavvnw@wzphf.com,43  Main Street  electroniccity  Bangalore - 560100,8198342307
Built-up  Area,Ready To Move,Jai Bheema Nagar,3 BHK,Sancyra,1470,2,2,70,/House_Pics/6.jpg,oecwtycr@ucnkc.com,25  First Avenue  btm  Bangalore - 560076,8637638475
Super built-up  Area,Ready To Move,Kothnur Narayanapura,6 BHK,No Society,1300,6,0,99,/House_Pics/7.jpg,dspbnyrg@tgysq.com,49  First Avenue  mekhricircle  Bangalore - 560006,8727835113
Super built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,450,1,1,11,/House_Pics/8.jpg,avflratu@rrbie.com,33  Park Avenue  whitefield  Bangalore - 560066,9544444733
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1152,2,1,64.5,/House_Pics/9.jpg,tnhfkrua@ksonf.com,30  Main Street  electroniccity  Bangalore - 560100,9482867459
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1350,2,1,56,/House_Pics/10.jpg,vyvobujg@byihx.com,97  Park Avenue  electroniccity  Bangalore - 560100,9685221216
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Srshq T,1550,3,3,65,/House_Pics/11.jpg,jysuhbom@yhikz.com,3  Second Road  electroniccity  Bangalore - 560100,8623056744
Plot  Area,Ready To Move,CHIKKATIRUPATHI,3 Bedroom,No Society,1500,3,2,100,/House_Pics/12.jpg,llyvdvyr@fkxhc.com,55  First Avenue  whitefield  Bangalore - 560066,8527716534
Plot  Area,Ready To Move,Kumaraswami Layout,5 Bedroom,No Society,600,3,2,85,/House_Pics/13.jpg,jfnlemek@cgmku.com,90  Elm Street  hebbal  Bangalore - 560024,9336208430
Plot  Area,Ready To Move,Nagavara,1 Bedroom,No Society,400,1,0,14,/House_Pics/14.jpg,zsbsmjqt@rtekw.com,100  Second Road  btm  Bangalore - 560076,8771563145
Super built-up  Area,Ready To Move,Malleshwaram,1 BHK,Utntspa,705,1,2,67,/House_Pics/15.jpg,rrncinbd@wlker.com,77  Park Avenue  yelahanka  Bangalore - 560064,8882674002
Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,770,1,1,36,/House_Pics/16.jpg,tyoapvbz@rynxl.com,50  Second Road  electroniccity  Bangalore - 560100,8423253886
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Aniona ,1242,2,3,51,/House_Pics/17.jpg,nssclatr@fqdks.com,49  Elm Street  electroniccity  Bangalore - 560100,9249441617
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1700,3,2,155,/House_Pics/18.jpg,tfzjijod@txhtf.com,36  Main Street  hebbal  Bangalore - 560024,9768539298
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,2144,3,2,145,/House_Pics/19.jpg,ruittdsv@fjatd.com,69  Park Avenue  yelahanka  Bangalore - 560064,9939932743
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saahaat,1704,3,2,110,/House_Pics/20.jpg,preuzipl@wcvoa.com,55  Second Road  hebbal  Bangalore - 560024,8042639980
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2,1,52,/House_Pics/21.jpg,cgiruwej@htzje.com,71  Park Avenue  electroniccity  Bangalore - 560100,9573612150
Plot  Area,Ready To Move,8th block Koramangala,3 Bedroom,No Society,1846,3,2,300,/House_Pics/22.jpg,zalifonw@gbrke.com,54  Second Road  btm  Bangalore - 560076,9255748671
Super built-up  Area,Ready To Move,Jakkuru Layout,2 BHK,No Society,1340,2,2,55.7,/House_Pics/23.jpg,aahqgmph@tjucr.com,66  Main Street  hebbal  Bangalore - 560024,8348631514
Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025,2,1,46,/House_Pics/24.jpg,tkzpcdmh@hitck.com,58  Second Road  electroniccity  Bangalore - 560100,9232115875
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1015,2,0,56.8,/House_Pics/25.jpg,vhmqahkm@dhepy.com,87  Second Road  electroniccity  Bangalore - 560100,9933358911
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,VRave E,1200,2,2,52,/House_Pics/26.jpg,lhdjgqyr@quebc.com,83  First Avenue  yelahanka  Bangalore - 560064,9665031138
Built-up  Area,18-Dec,Kanakpura Road,4 Bedroom,No Society,2250,4,1,110,/House_Pics/27.jpg,yqhxasvr@rglqr.com,44  Elm Street  btm  Bangalore - 560076,8106961200
Super built-up  Area,Ready To Move,Pattandur Agrahara,3 BHK,MaidoPl,1550,2,3,80,/House_Pics/28.jpg,uynmqaff@fiqyx.com,89  Main Street  btm  Bangalore - 560076,8631138010
Plot  Area,Ready To Move,Bellandur,4 Bedroom,No Society,1200,5,0,325,/House_Pics/29.jpg,wjnpssre@aclvq.com,99  Park Avenue  btm  Bangalore - 560076,8910929028
Plot  Area,Ready To Move,Ejipura,7 Bedroom,No Society,1800,7,1,250,/House_Pics/30.jpg,vfuhmcjz@iqznz.com,91  Main Street  btm  Bangalore - 560076,8831665531
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Aiitya ,1200,2,2,60,/House_Pics/31.jpg,ldxbvdku@rvfpl.com,90  Second Road  hebbal  Bangalore - 560024,9433802022
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1327,2,2,98,/House_Pics/32.jpg,jmrxmqcl@aczrz.com,22  Main Street  yelahanka  Bangalore - 560064,9354813793
Super built-up  Area,Ready To Move,Kothanur,2 BHK,No Society,1186,2,2,58,/House_Pics/33.jpg,jsxwszfi@yhngc.com,86  First Avenue  mekhricircle  Bangalore - 560006,9775354184
Built-up  Area,Ready To Move,MS Pallya,3 Bedroom,No Society,1783,3,1,115,/House_Pics/34.jpg,nsfuaykr@mqxkq.com,85  First Avenue  btm  Bangalore - 560076,8361676239
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,NRosete,1400,3,2,56,/House_Pics/35.jpg,zjbiclou@xcjzp.com,68  First Avenue  mekhricircle  Bangalore - 560006,9890257086
Super built-up  Area,Ready To Move,Nagasandra,2 BHK,No Society,980,2,1,48,/House_Pics/36.jpg,ynbhmzhb@svsym.com,34  Park Avenue  whitefield  Bangalore - 560066,8637793190
Super built-up  Area,Ready To Move,EPIP Zone,2 BHK,No Society,1285,2,2,82,/House_Pics/37.jpg,qrcegfjn@yqrfk.com,71  Main Street  electroniccity  Bangalore - 560100,8918922220
Super built-up  Area,Ready To Move,Langford Town,3 BHK,No Society,912,2,1,70,/House_Pics/38.jpg,qgclgpos@zuzjj.com,28  Main Street  hebbal  Bangalore - 560024,8599443878
Built-up  Area,Ready To Move,Whitefield,2 BHK,Sancya ,1225,2,2,47.6,/House_Pics/39.jpg,mxfoxjqr@cbrph.com,97  Second Road  whitefield  Bangalore - 560066,9897259107
Super built-up  Area,Ready To Move,Whitefield,2 BHK,No Society,1075,2,1,53,/House_Pics/40.jpg,ubggxpvr@xdewg.com,93  Second Road  whitefield  Bangalore - 560066,8175915190
Built-up  Area,Ready To Move,Kadugodi,3 BHK,MSingco,1260,2,2,54,/House_Pics/41.jpg,txwqroor@usbeb.com,4  Second Road  yelahanka  Bangalore - 560064,8960675787
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1282,2,2,48.7,/House_Pics/42.jpg,agffdekm@niete.com,7  First Avenue  yelahanka  Bangalore - 560064,8771010804
Super built-up  Area,Ready To Move,Kogilu,3 BHK,CaIRSCr,1909,3,2,88,/House_Pics/43.jpg,wawbryba@stjev.com,45  Main Street  whitefield  Bangalore - 560066,9654904046
Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1359,2,1,87,/House_Pics/44.jpg,tmmtsqsg@qvzqp.com,7  Main Street  electroniccity  Bangalore - 560100,9235629978
Built-up  Area,Ready To Move,Nagondanahalli,2 BHK,No Society,1207,2,2,43.5,/House_Pics/45.jpg,yiqnybuu@intam.com,90  Second Road  whitefield  Bangalore - 560066,9951828147
Plot  Area,Ready To Move,Padmanabhanagar,4 Bedroom,No Society,1736,6,0,190,/House_Pics/46.jpg,rmnowjeh@vdjia.com,97  Main Street  yelahanka  Bangalore - 560064,8648489197
Super built-up  Area,20-May,1st Block Jayanagar,4 BHK,No Society,2850,4,1,428,/House_Pics/47.jpg,yhdjwked@wwyon.com,97  Second Road  electroniccity  Bangalore - 560100,9589550402
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Emstael,1595,3,2,65,/House_Pics/48.jpg,bfmkkfkj@pcqxa.com,41  Second Road  electroniccity  Bangalore - 560100,9940873056
Built-up  Area,18-Jun,Off Sarjapur Road  ,3 BHK,No Society,1798,3,2,89,/House_Pics/49.jpg,jxwwijud@oiira.com,91  Main Street  yelahanka  Bangalore - 560064,9911387236
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,SNdri N,1475,3,2,78.29,/House_Pics/50.jpg,eqquibor@mxcjr.com,63  First Avenue  electroniccity  Bangalore - 560100,9877663209
Super built-up  Area,Ready To Move,Tala Cauvery Layout,3 BHK,HodhiSa,1580,3,3,100,/House_Pics/51.jpg,pjbgevoy@gkprc.com,27  Second Road  whitefield  Bangalore - 560066,9445330161
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1295,2,1,65,/House_Pics/52.jpg,sqkaaxxx@yoefk.com,19  Second Road  hebbal  Bangalore - 560024,8112087850
Built-up  Area,Ready To Move,Magadi Road,6 Bedroom,No Society,3600,6,0,141,/House_Pics/53.jpg,vegrcoby@khzps.com,77  Park Avenue  electroniccity  Bangalore - 560100,9207422027
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Itvir M,589,1,1,27,/House_Pics/54.jpg,biajrhac@mmvcr.com,55  First Avenue  electroniccity  Bangalore - 560100,8593117114
Super built-up  Area,Ready To Move,Ngef Layout,3 BHK,No Society,1415,3,3,78,/House_Pics/55.jpg,qdafvxnu@rcqgd.com,47  Elm Street  mekhricircle  Bangalore - 560006,8929699075
Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,Klark L,1787,3,2,98.29,/House_Pics/56.jpg,nadchwnb@uqeim.com,81  Main Street  btm  Bangalore - 560076,9556591025
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1787,3,2,125,/House_Pics/57.jpg,fnencsis@kvtdx.com,58  First Avenue  yelahanka  Bangalore - 560064,9350206608
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Piityra,1475,2,3,90,/House_Pics/58.jpg,rthyerzq@wcefa.com,1  Main Street  btm  Bangalore - 560076,9422998416
Built-up  Area,Ready To Move,Lakshminarayanapura  Electronic City Phase 2,4 BHK,No Society,2000,4,1,75.5,/House_Pics/59.jpg,wrwrwrdl@xdxlx.com,78  First Avenue  electroniccity  Bangalore - 560100,9950759608
Super built-up  Area,19-Mar,Sarjapur  Road,2 BHK,AsastDe,984,2,1,44.28,/House_Pics/60.jpg,jvzvhsit@zdvxr.com,68  First Avenue  electroniccity  Bangalore - 560100,8250215855
Super built-up  Area,19-Dec,Devanahalli,3 BHK,Jurdsig,1520,0,0,74.82,/House_Pics/61.jpg,ylnazftq@sjqvu.com,86  Elm Street  mekhricircle  Bangalore - 560006,8218053614
Super built-up  Area,Ready To Move,Muthurayya Swamy Layout,3 BHK,MacleK ,2405,4,2,260,/House_Pics/62.jpg,kdoitujb@vognl.com,65  Second Road  mekhricircle  Bangalore - 560006,9163548506
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1080,2,2,72,/House_Pics/63.jpg,dxlhsgbw@djwzk.com,62  First Avenue  whitefield  Bangalore - 560066,8236220928
Plot  Area,Ready To Move,Shantiniketan Layout,2 Bedroom,No Society,1500,2,1,115,/House_Pics/64.jpg,xojbjgzd@ktkqv.com,30  Second Road  electroniccity  Bangalore - 560100,9081392286
Super built-up  Area,Ready To Move,Hebbal,3 BHK,No Society,1900,3,2,119,/House_Pics/65.jpg,evebkmci@iyjgg.com,22  Elm Street  hebbal  Bangalore - 560024,8210684731
Super built-up  Area,19-Aug,Dommasandra,2 BHK,No Society,805,2,1,22.14,/House_Pics/66.jpg,zwpfkhem@qutsp.com,49  Park Avenue  yelahanka  Bangalore - 560064,9036570792
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2,2,56.4,/House_Pics/67.jpg,ukdvvjif@peulq.com,93  Second Road  mekhricircle  Bangalore - 560006,8235645943
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,2 BHK,AlEcone,1148,2,2,60,/House_Pics/68.jpg,tkoefrby@lhxtm.com,43  Main Street  yelahanka  Bangalore - 560064,8492608629
Super built-up  Area,Ready To Move,Mylasandra,2 BHK,Laowsba,1110,2,2,55,/House_Pics/69.jpg,jpdwstxf@gihri.com,1  Second Road  mekhricircle  Bangalore - 560006,8004286205
Built-up  Area,Ready To Move,Electronic City,2 BHK,Saave R,1100,2,2,42,/House_Pics/70.jpg,szdkbkuz@zmwmq.com,32  Park Avenue  electroniccity  Bangalore - 560100,9743537232
Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,Anave S,1290,2,2,110,/House_Pics/71.jpg,gcczdkja@psofs.com,53  Park Avenue  whitefield  Bangalore - 560066,9134741220
Super built-up  Area,Ready To Move,Dr Shivarama Karantha Nagar,3 BHK,No Society,1500,2,1,65,/House_Pics/72.jpg,hglagyjr@zjkyr.com,13  Elm Street  hebbal  Bangalore - 560024,8197977274
Super built-up  Area,18-Apr,Bank Of Baroda Colony,2 BHK,No Society,1080,2,2,39,/House_Pics/73.jpg,xbhgmhcl@jwntw.com,87  Main Street  btm  Bangalore - 560076,8265220883
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1933,3,1,129,/House_Pics/74.jpg,jcpqkzgf@szzbo.com,99  Park Avenue  mekhricircle  Bangalore - 560006,9411253204
Built-up  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,No Society,3500,5,2,150,/House_Pics/75.jpg,jpncvrhe@pqxap.com,57  Main Street  electroniccity  Bangalore - 560100,9470276918
Built-up  Area,Ready To Move,Kullappa Colony,2 BHK,No Society,1060,2,2,60,/House_Pics/76.jpg,qsywdhop@prjty.com,86  Second Road  btm  Bangalore - 560076,9855711534
Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1,1,16.45,/House_Pics/77.jpg,lghrtyhy@epqth.com,45  First Avenue  whitefield  Bangalore - 560066,9828313354
Plot  Area,Ready To Move,Mukkutam Nagar,8 Bedroom,No Society,2600,8,2,180,/House_Pics/78.jpg,gqszimcu@gdvac.com,68  Main Street  electroniccity  Bangalore - 560100,9642665126
Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1,1,16.45,/House_Pics/79.jpg,nbocpuve@htpzl.com,11  First Avenue  electroniccity  Bangalore - 560100,9576548380
Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,SJcerpe,1644,3,3,84,/House_Pics/80.jpg,zezlcbyl@vzeiz.com,23  First Avenue  hebbal  Bangalore - 560024,9664228061
Super built-up  Area,Ready To Move,Ncpr Industrial Layout,2 BHK,Supams ,1285,2,3,72.5,/House_Pics/81.jpg,wrqigkxw@jqsfn.com,66  Second Road  yelahanka  Bangalore - 560064,8732284003
Plot  Area,Ready To Move,Electronic City,3 Bedroom,No Society,1200,3,1,90,/House_Pics/0.jpg,ydawqesj@lmflq.com,87  First Avenue  electroniccity  Bangalore - 560100,8403971978
Super built-up  Area,Ready To Move,Electronic City,2 BHK,CoapeSo,910,2,1,40,/House_Pics/1.jpg,quhlkdpk@isvpd.com,26  Park Avenue  electroniccity  Bangalore - 560100,9497401516
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Bisic C,1577,3,1,70,/House_Pics/2.jpg,cybnzbtf@nbpol.com,16  Second Road  whitefield  Bangalore - 560066,8868966076
Plot  Area,17-May,Meenakunte,3 Bedroom,Sreat R,4050,3,2,280,/House_Pics/3.jpg,lwykzwxz@ablah.com,84  First Avenue  electroniccity  Bangalore - 560100,8602602207
Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,Inntsa ,2420,3,2,185,/House_Pics/4.jpg,siomibhk@thouk.com,33  Elm Street  electroniccity  Bangalore - 560100,9367122557
Super built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,800,1,1,20,/House_Pics/5.jpg,igkkmfxx@gajrl.com,45  Second Road  whitefield  Bangalore - 560066,8138881970
Built-up  Area,Ready To Move,Anand Nagar,2 BHK,No Society,1060,2,2,55,/House_Pics/6.jpg,kkanortk@rxzre.com,16  Elm Street  yelahanka  Bangalore - 560064,9934708236
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2,2,93,/House_Pics/7.jpg,mfhepqhc@wddgt.com,4  Elm Street  hebbal  Bangalore - 560024,8106764527
Super built-up  Area,18-Jun,Shree Ananth Nagar Layout,2 BHK,No Society,900,2,2,22.5,/House_Pics/8.jpg,mvqivmvf@rotqd.com,14  Second Road  whitefield  Bangalore - 560066,9598571849
Built-up  Area,Ready To Move,Kundalahalli Colony,2 Bedroom,No Society,1280,2,1,69,/House_Pics/9.jpg,hiegfriq@qdcnv.com,66  Park Avenue  btm  Bangalore - 560076,8503305986
Plot  Area,Ready To Move,Horamavu Agara,4 Bedroom,No Society,1200,2,0,95,/House_Pics/10.jpg,ojcxifpg@itmct.com,33  Main Street  electroniccity  Bangalore - 560100,9433775389
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,No Society,1025,2,2,36,/House_Pics/11.jpg,iabiimhm@avlpr.com,53  Main Street  electroniccity  Bangalore - 560100,8260945130
Super built-up  Area,17-Jun,Electronic City,2 BHK,Prarkun,1108,2,1,63,/House_Pics/12.jpg,qgokrjfq@ortgl.com,1  Main Street  electroniccity  Bangalore - 560100,8016564420
Plot  Area,Ready To Move,MCECHS  layout,5 Bedroom,No Society,1200,5,0,170,/House_Pics/13.jpg,imoxwcyq@pjjvw.com,60  Second Road  electroniccity  Bangalore - 560100,8428767937
Super built-up  Area,Ready To Move,Coffee Board Layout,3 BHK,Calyxy ,3045,3,2,170,/House_Pics/14.jpg,wljlaaot@tujay.com,10  Park Avenue  mekhricircle  Bangalore - 560006,8998686828
Plot  Area,Ready To Move,Ambedkar Nagar,4 Bedroom,Thessrm,2900,3,2,300,/House_Pics/15.jpg,ynlextcg@slocu.com,22  First Avenue  btm  Bangalore - 560076,8166030858
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,JJortom,1500,3,2,75.5,/House_Pics/16.jpg,mbtuqxbv@iftvd.com,80  Park Avenue  hebbal  Bangalore - 560024,8832956212
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2,2,43.9,/House_Pics/17.jpg,ouosezbh@pptvk.com,79  Elm Street  hebbal  Bangalore - 560024,8882892592
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1162,2,1,59.9,/House_Pics/18.jpg,ygonluys@wdaee.com,43  First Avenue  whitefield  Bangalore - 560066,8017550773
